Date,Open,Highest,Lowest,Close,Range,Range%,Trade,Volume
01/06/2015,4862.756,5079.319,4835.774,5076.179,235.35,4.8618,41750374100,6.38E+11
29/05/2015,4839.53,4924.303,4665.521,4840.829,6.822,0.1411,42787885900,6.36E+11
28/05/2015,5174.101,5213.183,4831.329,4834.007,-347.427,-6.7052,57182904700,8.73E+11
27/05/2015,5216.17,5226.844,5126.861,5181.434,-17.484,-0.3363,47079873000,7.78E+11
26/05/2015,5140.798,5199.295,5063.146,5198.918,99.423,1.9497,48794935900,8.02E+11
25/05/2015,4949.11,5099.839,4949.11,5099.495,148.16,2.9923,46573659000,7.57E+11
22/05/2015,4895.925,4951.991,4870.598,4951.335,110.359,2.2797,45584671800,7.19E+11
21/05/2015,4768.689,4841.615,4746.029,4840.976,86.057,1.8099,30505453700,5.05E+11
20/05/2015,4751.572,4843.1,4745.21,4754.919,23.697,0.5009,36318074800,5.90E+11
19/05/2015,4577.637,4740.005,4577.637,4731.222,156.082,3.4115,31478595200,5.24E+11
18/05/2015,4582.058,4623.383,4565.061,4575.14,-42.33,-0.9167,26918048900,4.34E+11
15/05/2015,4690.755,4690.755,4592.05,4617.47,-83.308,-1.7722,32843116600,5.07E+11
14/05/2015,4717.955,4735.284,4670.168,4700.778,-17.658,-0.3742,33772515200,5.13E+11
13/05/2015,4746.713,4758.002,4678.845,4718.436,-28.985,-0.6105,37073042400,5.90E+11
12/05/2015,4692.122,4748.004,4660.016,4747.421,56.889,1.2128,37705389100,6.07E+11
11/05/2015,4582.091,4690.954,4535.149,4690.532,132.128,2.8986,37383842000,5.83E+11
08/05/2015,4515.554,4559.058,4445.592,4558.404,88.315,1.9757,30240796700,4.52E+11
07/05/2015,4520.818,4546.338,4467.459,4470.089,-83.238,-1.8281,29775920300,4.27E+11
06/05/2015,4626.231,4700.909,4511.761,4553.327,-43.51,-0.9465,37607370200,5.86E+11
05/05/2015,4785.192,4785.192,4572.983,4596.837,-190.904,-3.9874,46041962600,6.60E+11
04/05/2015,4757.637,4795.915,4699.398,4787.741,37.855,0.797,37784385300,5.65E+11
30/04/2015,4788.412,4818.725,4749.485,4749.886,-24.44,-0.5119,39972744400,6.13E+11
29/04/2015,4722.903,4797.927,4695.793,4774.326,32.465,0.6846,39505698000,6.02E+11
28/04/2015,4811.319,4839.078,4703.567,4741.861,-65.731,-1.3672,60863854500,8.60E+11
27/04/2015,4753.871,4810.485,4735.31,4807.592,104.951,2.2317,51307654800,7.66E+11
24/04/2015,4682.626,4730.43,4618.318,4702.641,-38.251,-0.8068,48015293600,7.21E+11
23/04/2015,4764.481,4782.044,4693.967,4740.892,1.078,0.0227,49743095400,7.52E+11
22/04/2015,4637.055,4740.933,4632.589,4739.814,120.65,2.6119,51621379200,7.70E+11
21/04/2015,4520.461,4620.058,4504.558,4619.164,97.245,2.1505,49031499100,6.85E+11
20/04/2015,4615.034,4671.168,4492.6,4521.919,-74.217,-1.6148,68643907500,9.39E+11
17/04/2015,4578.679,4630.27,4553.904,4596.136,82.59,1.8298,55280266300,7.34E+11
16/04/2015,4355.491,4513.765,4335.63,4513.546,133.033,3.0369,42260374800,5.65E+11
15/04/2015,4439.314,4475.997,4379.609,4380.513,-57.671,-1.2994,47215413100,5.97E+11
14/04/2015,4432.126,4474.353,4385.908,4438.184,17.111,0.387,43443212600,6.02E+11
13/04/2015,4394.047,4432.024,4361.589,4421.073,76.657,1.7645,43415303600,5.99E+11
10/04/2015,4249.383,4351.687,4231.196,4344.416,82.278,1.9304,34819017000,5.09E+11
09/04/2015,4316.958,4332.166,4212.611,4262.138,-33.665,-0.7837,43969990200,6.50E+11
08/04/2015,4277.45,4304.78,4204.826,4295.803,35.759,0.8394,45867671500,6.58E+11
07/04/2015,4213.894,4260.471,4197.019,4260.044,89.506,2.1461,41536265400,5.65E+11
03/04/2015,4104.672,4170.558,4092.383,4170.538,45.762,1.1094,32130376600,4.67E+11
02/04/2015,4149.946,4156.842,4068.649,4124.776,0.881,0.0214,33907048700,4.77E+11
01/04/2015,4057.501,4139.499,4046.939,4123.895,72.691,1.7943,32951285300,4.67E+11
31/03/2015,4138.885,4166.018,4037.771,4051.204,-36.974,-0.9044,43606563500,5.98E+11
30/03/2015,3999.024,4101.651,3999.024,4088.178,116.481,2.9328,42829702000,5.46E+11
27/03/2015,3957.542,3993.032,3932.87,3971.697,21.698,0.5493,29875606400,3.93E+11
26/03/2015,3921.745,3991.997,3892.878,3949.999,9.587,0.2433,34675631500,4.69E+11
25/03/2015,3961.578,3980.716,3913.988,3940.412,-32.634,-0.8214,37996885100,5.02E+11
24/03/2015,3980.066,3989.858,3883.782,3973.046,0.985,0.0248,46858131200,5.91E+11
23/03/2015,3923.083,3972.296,3922.21,3972.061,79.487,2.042,39111992200,5.20E+11
20/03/2015,3852.492,3916.863,3832.416,3892.574,52.835,1.376,40181755200,5.44E+11
19/03/2015,3851.249,3859.126,3809.706,3839.739,-6.316,-0.1642,39154763000,4.63E+11
18/03/2015,3769.086,3846.055,3763.848,3846.055,88.933,2.3671,41519001100,4.84E+11
17/03/2015,3733.961,3762.575,3716.809,3757.122,51.451,1.3884,37162566600,4.55E+11
16/03/2015,3641.773,3705.739,3621.119,3705.671,88.014,2.4329,27543830700,3.58E+11
13/03/2015,3604.671,3641.392,3594.742,3617.657,24.813,0.6906,24686476800,2.97E+11
12/03/2015,3557.686,3603.341,3536.534,3592.844,68.191,1.9347,26566462500,3.22E+11
11/03/2015,3524.575,3568.916,3512.218,3524.653,4.042,0.1148,18894782500,2.36E+11
10/03/2015,3523.64,3551.205,3511.985,3520.611,-17.139,-0.4845,19426765700,2.45E+11
09/03/2015,3449.696,3546.705,3417.486,3537.75,59.23,1.7027,23394041100,2.78E+11
06/03/2015,3501.184,3516.243,3472.392,3478.52,-17.824,-0.5098,18151805400,2.33E+11
05/03/2015,3513.249,3517.083,3467.676,3496.344,-34.478,-0.9765,21750880500,2.79E+11
04/03/2015,3514.667,3540.912,3497.172,3530.822,22.922,0.6534,19966398100,2.57E+11
03/03/2015,3579.315,3579.315,3504.201,3507.9,-93.365,-2.5926,26186648900,3.36E+11
02/03/2015,3603.452,3608.691,3566.527,3601.265,28.422,0.7955,24817612500,3.25E+11
27/02/2015,3565.233,3594.813,3560.455,3572.843,6.548,0.1836,22278643800,2.72E+11
26/02/2015,3473.713,3569.33,3456.871,3566.295,87.566,2.5172,22932843800,2.80E+11
25/02/2015,3529.55,3529.55,3463.955,3478.729,-43.593,-1.2376,16553935100,2.12E+11
17/02/2015,3511.544,3536.82,3511.093,3522.322,22.839,0.6526,16532831300,2.14E+11
16/02/2015,3473.289,3504.475,3466.607,3499.483,29.655,0.8547,16564134300,2.23E+11
13/02/2015,3458.827,3509.505,3452.079,3469.828,26.954,0.7829,20108997100,2.47E+11
12/02/2015,3435.361,3453.582,3405.627,3442.874,8.75,0.2548,15608169100,1.91E+11
11/02/2015,3415.977,3445.655,3412.136,3434.124,27.181,0.7978,14461377200,1.86E+11
10/02/2015,3345.077,3407.18,3339.548,3406.943,61.022,1.8238,15930908800,1.99E+11
09/02/2015,3305.734,3376.526,3298.597,3345.921,33.501,1.0114,17235382000,2.21E+11
06/02/2015,3352.33,3374.051,3285.935,3312.42,-54.526,-1.6194,19266418600,2.21E+11
05/02/2015,3487.951,3487.951,3366.862,3366.946,-34.822,-1.0236,25043060900,3.12E+11
04/02/2015,3446.144,3476.817,3399.565,3401.768,-35.677,-1.0379,19130434900,2.44E+11
03/02/2015,3388.602,3441.709,3360.717,3437.445,83.485,2.4891,19284609600,2.41E+11
02/02/2015,3360.193,3407.256,3347.085,3353.96,-80.43,-2.3419,19518369900,2.25E+11
30/01/2015,3496.885,3514.217,3431.936,3434.39,-47.408,-1.3616,19647915700,2.37E+11
29/01/2015,3474.915,3505.582,3453.901,3481.798,-43.525,-1.2346,21161886000,2.52E+11
28/01/2015,3547.239,3583.312,3512.393,3525.323,-49.608,-1.3877,21622021400,2.79E+11
27/01/2015,3614.038,3616.258,3510.017,3574.931,-33.054,-0.9161,28766917900,3.58E+11
26/01/2015,3580.118,3611.617,3559.376,3607.985,36.253,1.015,23976620300,3.10E+11
23/01/2015,3582.088,3627.806,3548.626,3571.732,4.119,0.1155,28017217200,3.62E+11
22/01/2015,3551.052,3576.756,3520.053,3567.613,18.728,0.5277,26885359900,3.45E+11
21/01/2015,3420.491,3557.794,3409.43,3548.885,152.663,4.4951,33792821000,4.25E+11
20/01/2015,3336.793,3419.204,3325.681,3396.222,41.067,1.224,29784323200,3.82E+11
19/01/2015,3414.013,3497.252,3330.981,3355.155,-279.991,-7.7023,32950527500,3.66E+11
16/01/2015,3616.248,3662.158,3601.258,3635.146,31.025,0.8608,28268161400,3.56E+11
15/01/2015,3501.719,3604.121,3482.27,3604.121,101.698,2.9036,23781233800,3.03E+11
14/01/2015,3522.907,3547.242,3471.56,3502.423,-11.617,-0.3306,19601251000,2.41E+11
13/01/2015,3506.451,3550.158,3494.768,3514.04,0.464,0.0132,18715396500,2.51E+11
12/01/2015,3531.515,3560.527,3461.322,3513.576,-33.147,-0.9346,26656717500,3.34E+11
09/01/2015,3547.574,3689.753,3536.395,3546.723,-12.536,-0.3522,34998267200,4.30E+11
08/01/2015,3650.073,3659.945,3552.1,3559.259,-84.531,-2.3199,29500304500,3.56E+11
07/01/2015,3620.924,3671.19,3601.698,3643.79,2.731,0.075,32019123200,3.99E+11
06/01/2015,3608.428,3683.226,3587.231,3641.059,-0.482,-0.0132,42096218500,4.99E+11
05/01/2015,3566.089,3669.042,3551.51,3641.541,107.836,3.0516,45119809800,5.20E+11
31/12/2014,3462.389,3542.34,3452.498,3533.705,76.151,2.2025,34593476000,4.04E+11
30/12/2014,3450.814,3491.826,3422.174,3457.554,2.099,0.0607,32823387300,3.95E+11
29/12/2014,3502.183,3524.28,3405.836,3455.455,9.616,0.2791,42501503700,5.05E+11
26/12/2014,3343.64,3453.338,3335.012,3445.839,110.42,3.3105,38461412400,4.39E+11
25/12/2014,3254.48,3335.779,3226.322,3335.419,105.034,3.2514,30979954700,3.30E+11
24/12/2014,3332.146,3340.357,3188.495,3230.385,-94.539,-2.8433,31744958700,3.39E+11
23/12/2014,3358.798,3431.779,3316.913,3324.924,-69.557,-2.0491,36973609300,3.77E+11
22/12/2014,3396.251,3455.207,3357.661,3394.481,11.314,0.3344,54980167100,5.37E+11
19/12/2014,3345.629,3397.183,3280.916,3383.167,37.24,1.113,41121159000,4.36E+11
18/12/2014,3359.09,3393.711,3322.229,3345.927,-14.671,-0.4366,35597020700,4.16E+11
17/12/2014,3325.82,3368.194,3275.736,3360.598,57.196,1.7314,44814077000,5.28E+11
16/12/2014,3221.358,3303.402,3207.688,3303.402,86.174,2.6785,35812384700,4.26E+11
15/12/2014,3176.829,3226.221,3143.297,3217.228,24.001,0.7516,29019383400,3.27E+11
12/12/2014,3182.923,3239.447,3167.928,3193.227,10.215,0.3209,30106532500,3.38E+11
11/12/2014,3185.161,3254.424,3158.443,3183.012,-38.534,-1.1961,36709169100,3.93E+11
10/12/2014,3120.212,3229.047,3058.191,3221.546,114.633,3.6896,42501870800,4.77E+11
09/12/2014,3233.097,3387.827,3074.516,3106.913,-145.968,-4.4873,63287456700,7.02E+11
08/12/2014,3108.272,3270.881,3075.7,3252.881,127.996,4.096,48446234400,5.16E+11
05/12/2014,3143.968,3195.798,3011.936,3124.885,20.534,0.6615,52488126000,5.54E+11
04/12/2014,2975.403,3104.89,2968.876,3104.351,136.802,4.6099,42681292800,4.34E+11
03/12/2014,2936.124,3028.225,2912.246,2967.549,43.609,1.4914,46615668500,4.65E+11
02/12/2014,2807.338,2944.506,2804.293,2923.94,104.128,3.6927,36146532200,3.41E+11
01/12/2014,2825.611,2855.332,2808.653,2819.812,10.993,0.3914,36548741700,3.39E+11
28/11/2014,2753.925,2809.543,2740.374,2808.819,54.329,1.9724,37532366200,3.30E+11
27/11/2014,2737.03,2754.49,2718.704,2754.49,31.472,1.1558,26546473000,2.61E+11
26/11/2014,2695.263,2723.36,2690.31,2723.018,37.457,1.3948,24396248500,2.39E+11
25/11/2014,2650.085,2686.063,2643.843,2685.561,36.303,1.3703,22261169900,2.07E+11
24/11/2014,2614.16,2667.671,2602.944,2649.258,65.803,2.5471,27983972000,2.65E+11
21/11/2014,2537.538,2585.362,2530.032,2583.455,46.356,1.8271,15102813900,1.44E+11
20/11/2014,2528.78,2545.473,2522.836,2537.099,-0.124,-0.0049,10614986400,98145538650
19/11/2014,2538.233,2550.5,2531.318,2537.223,-4.193,-0.165,12214697400,1.13E+11
18/11/2014,2565.273,2570.211,2534.927,2541.416,-25.685,-1.0005,14294135600,1.24E+11
17/11/2014,2613.513,2614.086,2565.943,2567.101,-13.992,-0.5421,15847809500,1.48E+11
14/11/2014,2569.211,2581.932,2557.666,2581.093,1.343,0.0521,16504996500,1.45E+11
13/11/2014,2597.389,2607.519,2567.463,2579.75,-14.568,-0.5615,21981561500,1.93E+11
12/11/2014,2545.403,2594.318,2539.601,2594.318,35.706,1.3955,18468626100,1.58E+11
11/11/2014,2578.438,2602.373,2532.572,2558.612,-7.118,-0.2774,32371165600,2.66E+11
10/11/2014,2529.83,2565.73,2514.71,2565.73,63.577,2.5409,22659973500,1.88E+11
07/11/2014,2508.765,2541.549,2489.419,2502.153,-3.914,-0.1562,20876091100,1.77E+11
06/11/2014,2505.167,2510.985,2482.983,2506.067,2.619,0.1046,14965111700,1.19E+11
05/11/2014,2516.87,2519.399,2499.228,2503.448,-9.724,-0.3869,19049186200,1.46E+11
04/11/2014,2511.036,2517.46,2498.605,2513.172,0.624,0.0248,21824700500,1.55E+11
03/11/2014,2515.824,2524.172,2502.06,2512.548,4.223,0.1684,20580122800,1.51E+11
31/10/2014,2473.501,2512.189,2466.504,2508.325,39.4,1.5958,23917241200,1.82E+11
30/10/2014,2450.361,2474.376,2443.759,2468.925,17.541,0.7156,18962635300,1.39E+11
29/10/2014,2423.813,2461.268,2415.703,2451.384,34.731,1.4372,15858406200,1.35E+11
28/10/2014,2373.155,2416.766,2373.155,2416.653,47.821,2.0188,10152305500,90529903107
27/10/2014,2377.542,2377.542,2361.68,2368.832,-21.874,-0.915,7386244700,65956480803
24/10/2014,2397.848,2404.993,2385.725,2390.706,-5.23,-0.2183,7497486900,65601225156
23/10/2014,2415.44,2424.662,2392.532,2395.936,-22.705,-0.9388,10349183900,86045452830
22/10/2014,2434.886,2447.467,2417.562,2418.641,-14.75,-0.6062,8865619300,82251744245
21/10/2014,2453.406,2459.255,2432.552,2433.391,-21.32,-0.8685,9624191200,86622201933
20/10/2014,2448.453,2456.621,2441.896,2454.711,12.979,0.5315,9143540100,84843604900
17/10/2014,2443.222,2456.105,2410.401,2441.732,-2.663,-0.1089,13275998800,1.13E+11
16/10/2014,2448.968,2480.3,2441.822,2444.395,-19.479,-0.7906,15816660300,1.28E+11
15/10/2014,2444.538,2465.498,2431.188,2463.874,17.312,0.7076,13580188200,1.15E+11
14/10/2014,2451.094,2467.904,2436.336,2446.562,-8.384,-0.3415,12739370500,1.06E+11
13/10/2014,2457.412,2460.389,2430.546,2454.946,-11.843,-0.4801,13159336200,1.13E+11
10/10/2014,2472.096,2482.136,2457.684,2466.789,-15.166,-0.6111,14763430700,1.22E+11
09/10/2014,2480.197,2488.113,2461.112,2481.955,3.572,0.1441,13792392000,1.21E+11
08/10/2014,2460.87,2478.383,2445.268,2478.383,27.395,1.1177,12195360400,1.17E+11
30/09/2014,2452.166,2454.885,2444.204,2450.988,3.189,0.1303,11580422900,1.02E+11
29/09/2014,2443.91,2453.665,2435.611,2447.799,10.598,0.4348,12340172700,1.11E+11
26/09/2014,2430.808,2439.649,2420.499,2437.201,0.236,0.0097,10029949400,87757377938
25/09/2014,2453.423,2462.668,2429.587,2436.965,-4.899,-0.2006,13866189100,1.20E+11
24/09/2014,2391.419,2443.978,2387.07,2441.864,42.402,1.7671,14271353000,1.20E+11
23/09/2014,2379.521,2402.482,2379.521,2399.462,20.542,0.8635,8403334100,75463683722
22/09/2014,2419.326,2419.326,2374.108,2378.92,-46.291,-1.9087,10224087000,88958056522
19/09/2014,2409.313,2430.149,2402.313,2425.211,16.547,0.687,10181357700,88221038707
18/09/2014,2396.379,2414.946,2389.622,2408.664,7.338,0.3056,11592637600,92105332013
17/09/2014,2395.361,2405.371,2379.091,2401.326,12.561,0.5258,12526902800,98039470145
16/09/2014,2440.339,2442.924,2386.98,2388.765,-48.424,-1.9869,18674279100,1.47E+11
15/09/2014,2433.001,2439.254,2418.959,2437.189,-1.169,-0.0479,12224715900,1.13E+11
12/09/2014,2418.752,2438.358,2412.622,2438.358,14.904,0.615,10916017000,96625765409
11/09/2014,2430.678,2461.473,2417.269,2423.454,-8.979,-0.3691,13298258300,1.27E+11
10/09/2014,2435.593,2437.081,2422.646,2432.433,-12.791,-0.5231,10917551700,97472682969
09/09/2014,2452.227,2454.893,2437.078,2445.224,-4.035,-0.1647,11819434400,1.08E+11
05/09/2014,2433.174,2450.634,2427.987,2449.259,23.035,0.9494,13355176400,1.23E+11
04/09/2014,2411.934,2427.297,2404.082,2426.224,17.386,0.7218,11127229800,1.08E+11
03/09/2014,2389.694,2414.26,2389.679,2408.838,22.378,0.9377,12973420400,1.24E+11
02/09/2014,2359.862,2387.655,2349.949,2386.46,31.143,1.3222,11443673300,1.07E+11
01/09/2014,2340.925,2355.552,2338.53,2355.317,17.03,0.7283,7732087000,73362240553
29/08/2014,2317.304,2338.774,2313.262,2338.287,27.009,1.1686,6321142300,58359967752
28/08/2014,2328.059,2336.363,2309.639,2311.278,-16.317,-0.701,7049065500,66195966855
27/08/2014,2323.79,2336.737,2322.885,2327.595,3.503,0.1507,6767622100,62448675179
26/08/2014,2339.6,2350.391,2317.184,2324.092,-18.771,-0.8012,9384422200,83135033150
25/08/2014,2367.019,2367.606,2338.455,2342.863,-22.501,-0.9513,9737371700,85182493960
22/08/2014,2352.316,2368.457,2350.986,2365.364,11.12,0.4723,8982393800,85642463757
21/08/2014,2365.731,2367.46,2333.299,2354.244,-11.896,-0.5028,10069021100,92192063269
20/08/2014,2371.649,2375.475,2360.837,2366.14,-8.628,-0.3633,10128808800,91374802730
19/08/2014,2378.886,2379.474,2358.965,2374.768,0.206,0.0087,11585002000,1.03E+11
18/08/2014,2366.272,2379.804,2361.197,2374.562,13.927,0.59,10450955400,90148909855
15/08/2014,2337.985,2366.902,2333.123,2360.635,24.69,1.057,9359254600,81888217001
14/08/2014,2357.198,2363.18,2334.08,2335.945,-22.956,-0.9732,9796949300,84251435869
13/08/2014,2358.459,2370.513,2335.694,2358.901,1.849,0.0784,11044778900,94185266458
12/08/2014,2361.17,2361.17,2344.716,2357.052,-8.297,-0.3508,9182260800,82973769642
11/08/2014,2338.008,2367.004,2337.014,2365.349,34.215,1.4677,9160117100,82973900360
08/08/2014,2329.184,2339.27,2319.288,2331.134,3.677,0.158,8673969400,72605666133
07/08/2014,2363.608,2369.204,2326.268,2327.457,-35.764,-1.5134,11672921000,94254453994
06/08/2014,2358.206,2371.667,2334.334,2363.221,-6.132,-0.2588,11634182900,96681298733
05/08/2014,2376.797,2380.774,2353.795,2369.353,-6.267,-0.2638,11186178900,97906971246
04/08/2014,2336.63,2375.62,2332.138,2375.62,46.218,1.9841,11671375400,1.01E+11
01/08/2014,2341.227,2371.5,2328.966,2329.402,-20.849,-0.8871,12631739000,1.06E+11
31/07/2014,2321.967,2350.551,2316.585,2350.251,28.24,1.2162,11098776900,93135566963
30/07/2014,2324.69,2339.038,2316.058,2322.011,-9.358,-0.4014,12302283200,1.03E+11
29/07/2014,2326.038,2342.77,2316.217,2331.369,7.472,0.3215,13426964100,1.12E+11
28/07/2014,2272.383,2331.472,2272.383,2323.897,63.443,2.8066,17986933300,1.45E+11
25/07/2014,2243.067,2260.89,2239.066,2260.454,23.439,1.0478,9897283800,81994560081
24/07/2014,2199.833,2239.815,2199.833,2237.015,39.182,1.7828,11943553400,99964367602
23/07/2014,2191.394,2210.282,2190.555,2197.833,5.135,0.2342,8421387200,69177998063
22/07/2014,2162.436,2197.592,2162.236,2192.698,26.403,1.2188,7854258300,66806114430
21/07/2014,2164.223,2171.94,2158.955,2166.295,2.151,0.0994,5417226000,47731629577
18/07/2014,2147.663,2176.325,2145.446,2164.144,7.076,0.328,6547329500,53758919136
17/07/2014,2166.831,2166.932,2147.084,2157.068,-13.8,-0.6357,5945356800,46354646289
16/07/2014,2172.824,2183.248,2166.774,2170.868,-4.108,-0.1889,8156023000,61126054498
15/07/2014,2170.089,2176.272,2165.206,2174.976,3.218,0.1482,7181569400,64304875149
14/07/2014,2149.542,2171.902,2145.278,2171.758,23.749,1.1056,6615886300,60467088864
11/07/2014,2136.317,2154.735,2134.795,2148.009,5.162,0.2409,6137427400,51551825645
10/07/2014,2146.601,2151.774,2139.522,2142.847,-5.863,-0.2729,5573249700,50931668887
09/07/2014,2178.135,2178.51,2148.26,2148.71,-31.763,-1.4567,6202204600,58980248398
08/07/2014,2174.828,2180.778,2163.359,2180.473,4.184,0.1923,5074359900,46017266874
07/07/2014,2178.546,2186.202,2171.083,2176.289,-2.406,-0.1104,5024233400,47663876919
04/07/2014,2180.445,2183.798,2174.073,2178.695,-1.497,-0.0687,5285110600,47990033413
03/07/2014,2169.003,2184.964,2164.843,2180.192,9.325,0.4296,6369069000,56024939299
02/07/2014,2163.998,2171.51,2155.609,2170.867,6.308,0.2914,5968550100,53273658927
01/07/2014,2169.199,2171.15,2157.133,2164.559,-0.559,-0.0258,5332310000,49936284309
30/06/2014,2152.306,2168.221,2152.306,2165.118,14.86,0.6911,5430418800,50277570814
27/06/2014,2146.374,2159.526,2138.927,2150.258,1.182,0.055,5272289600,45525673947
26/06/2014,2135.156,2151.114,2134.891,2149.076,15.705,0.7362,4435116600,40601836632
25/06/2014,2141.726,2141.726,2126.035,2133.371,-11.45,-0.5338,3766610000,33809315524
24/06/2014,2131.686,2145.213,2130.292,2144.821,10.711,0.5019,4016435600,38778505304
23/06/2014,2137.926,2147.227,2132.454,2134.11,-2.619,-0.1226,4117925800,37112428752
20/06/2014,2124.963,2137.034,2120.807,2136.729,9.822,0.4618,4239371900,35425712925
19/06/2014,2161.426,2166.407,2119.498,2126.907,-33.332,-1.543,5316264500,46029744918
18/06/2014,2169.252,2172.549,2158.497,2160.239,-9.435,-0.4349,4946389700,42538095511
17/06/2014,2185.681,2185.681,2168.445,2169.674,-22.181,-1.012,4993366500,46244977817
16/06/2014,2176.438,2196.343,2174.277,2191.855,15.613,0.7174,6329687500,56904298384
13/06/2014,2150.987,2183.645,2150.569,2176.242,22.832,1.0603,5925287600,51765511450
12/06/2014,2156.761,2160.988,2148.413,2153.41,-7.356,-0.3404,4302584300,37252041741
11/06/2014,2156.151,2163.61,2152.08,2160.766,-0.502,-0.0232,4256371800,37311080748
10/06/2014,2138.671,2161.526,2132.447,2161.268,26.987,1.2645,5050790200,44416141206
09/06/2014,2128.225,2153.903,2126.665,2134.281,-0.435,-0.0204,3931106000,35326732064
06/06/2014,2149.214,2149.783,2123.98,2134.716,-15.886,-0.7387,3573805800,32415599488
05/06/2014,2126.607,2150.93,2123.524,2150.602,22.328,1.0491,3647742400,33050774675
04/06/2014,2149.407,2149.452,2117.313,2128.274,-21.644,-1.0067,4181724900,35607022812
03/06/2014,2157.64,2168.995,2149.291,2149.918,-6.546,-0.3036,4198295400,37906226058
30/05/2014,2156.381,2166.907,2146.218,2156.464,1.3,0.0603,4392386300,39769199791
29/05/2014,2171.26,2178.092,2154.925,2155.164,-14.188,-0.654,4489155600,41076912680
28/05/2014,2147.467,2171.172,2142.007,2169.352,22.072,1.0279,5005626000,45627619375
27/05/2014,2154.395,2160.027,2145.752,2147.28,-8.696,-0.4033,3589717100,32374256462
26/05/2014,2161.892,2165.421,2147.445,2155.976,7.562,0.352,3955065600,37788482728
23/05/2014,2130.775,2148.583,2128.663,2148.414,17.546,0.8234,3762310500,32420020159
22/05/2014,2134.087,2160.909,2128.858,2130.868,-5.037,-0.2358,4625273600,39227549718
21/05/2014,2106.762,2136.1,2096.514,2135.905,20.134,0.9516,3894604200,32246807970
20/05/2014,2124.708,2131.567,2110.72,2115.771,0.628,0.0297,3729968300,31576339037
19/05/2014,2139.362,2139.362,2105.713,2115.143,-30.809,-1.4357,4289360700,37135950607
16/05/2014,2143.926,2150.5,2132.186,2145.952,1.868,0.0871,4225319700,34987586802
15/05/2014,2169.278,2171.453,2142.338,2144.084,-28.288,-1.3022,4673403200,38938529216
14/05/2014,2175.094,2184.221,2168.997,2172.372,-2.48,-0.114,4851420600,39214123931
13/05/2014,2180.059,2185.046,2167.767,2174.852,-5.202,-0.2386,6491251800,50241276089
12/05/2014,2150.313,2184.332,2139.483,2180.054,46.143,2.1624,8347256000,66275508636
09/05/2014,2138.84,2141.559,2120.595,2133.911,-1.585,-0.0742,4918113500,40242745273
08/05/2014,2132.036,2168.206,2128.318,2135.496,-1.82,-0.0852,4833245200,40729772017
07/05/2014,2151.472,2153.723,2136.99,2137.316,-20.012,-0.9276,4460747000,37751019661
06/05/2014,2151.388,2173.618,2150.112,2157.328,0.858,0.0398,4808651900,41486451628
05/05/2014,2152.59,2161.703,2131.232,2156.47,-2.189,-0.1014,4934407300,41470449799
30/04/2014,2158.762,2164.175,2153.124,2158.659,0.189,0.0088,4533462400,39493022295
29/04/2014,2134.413,2159.379,2131.783,2158.47,23.501,1.1008,4820493100,41550353157
28/04/2014,2165.773,2171.385,2132.695,2134.969,-32.857,-1.5157,6048518700,49998809829
25/04/2014,2195.815,2201.712,2167.64,2167.826,-22.648,-1.0339,6024538300,52092022381
24/04/2014,2192.769,2209.454,2186.763,2190.474,-4.194,-0.1911,4505891100,41927012945
23/04/2014,2191.231,2205.594,2187.388,2194.668,-2.127,-0.0968,4776353100,45191150830
22/04/2014,2184.017,2196.849,2165.075,2196.795,9.547,0.4365,5709469400,52351993061
21/04/2014,2209.942,2231.707,2186.755,2187.248,-37.231,-1.6737,5627828000,51856112765
18/04/2014,2215.879,2228.77,2203.047,2224.479,-0.324,-0.0146,5075799500,45709617096
17/04/2014,2238.779,2241.622,2221.954,2224.803,-7.723,-0.3459,4833362800,45096433749
16/04/2014,2223.468,2245.315,2221.153,2232.526,3.063,0.1374,5167801000,47770218198
15/04/2014,2261.411,2261.474,2225.685,2229.463,-39.15,-1.7257,6821813000,62599115638
14/04/2014,2267.943,2275.83,2255.456,2268.613,-2.053,-0.0904,6226499800,60254151500
11/04/2014,2269.565,2281.105,2261.133,2270.666,-3.095,-0.1361,9061589700,86154853765
10/04/2014,2241.452,2290.742,2229.515,2273.761,35.141,1.5698,11454540500,1.02E+11
09/04/2014,2239.791,2246.793,2228.994,2238.62,1.304,0.0583,6635726800,61178630422
08/04/2014,2179.92,2243.97,2178.905,2237.316,51.844,2.3722,9721911700,85692893370
04/04/2014,2157.982,2186.154,2155.277,2185.472,20.464,0.9452,4794588800,43912624261
03/04/2014,2188.642,2196.138,2160.747,2165.008,-15.719,-0.7208,7153603200,57708859685
02/04/2014,2166.067,2182.683,2164.008,2180.727,17.612,0.8142,6503925700,56777151867
01/04/2014,2143.717,2170.095,2141.151,2163.115,16.81,0.7832,4886640300,43659064291
31/03/2014,2156.054,2165.254,2134.422,2146.305,-5.66,-0.263,5545748800,48105020054
28/03/2014,2154.515,2172.668,2144.584,2151.965,-3.742,-0.1736,7008607300,60123341093
27/03/2014,2168.344,2186.893,2146.916,2155.707,-15.34,-0.7066,7127513200,62175860350
26/03/2014,2181.231,2186.078,2165.217,2171.047,-3.393,-0.156,5827617600,50116023097
25/03/2014,2170.78,2191.491,2164.669,2174.44,-2.114,-0.0971,8687751000,67548473561
